	Cluster	Week	Overload
2884	1	97	-955
2885	1	97	-219
2886	1	97	564
2887	1	97	-733
2888	1	97	638
2889	1	97	-414
2890	2	97	534
2891	2	97	-1217
2892	2	97	429
2893	2	97	-1501
2894	2	97	292
2895	2	97	-361
2896	2	97	-616
2897	2	97	401
2898	2	97	-1008
2899	2	97	-517
2900	3	97	-1358
2901	3	97	294
2902	3	97	-1007
2903	3	97	-980
2904	3	97	-780
2905	3	97	-863
2906	3	97	-1391
2907	3	97	-1111
2908	3	97	-1073
2909	3	97	-512
2910	1	98	-478
2911	1	98	-136
2912	1	98	-1137
2913	1	98	1058
2914	1	98	-760
2915	1	98	-335
2916	1	98	439
2917	1	98	-576
2918	1	98	363
2919	1	98	30
2920	2	98	289
2921	2	98	-1109
2922	2	98	731
2923	2	98	-1351
2924	2	98	640
2925	2	98	12
2926	2	98	-567
2927	2	98	461
2928	2	98	-557
2929	2	98	-751
2930	3	98	-996
2931	3	98	60
2932	3	98	-779
2933	3	98	-892
2934	3	98	-1065
2935	3	98	-862
2936	3	98	-1057
2937	3	98	-1070
2938	3	98	-991
2939	3	98	-464
2940	1	99	-310
2941	1	99	-381
2942	1	99	-1004
2943	1	99	1263
2944	1	99	-688
2945	1	99	-421
2946	1	99	721
2947	1	99	-351
2948	1	99	405
2949	1	99	-98
2950	2	99	83
2951	2	99	-933
2952	2	99	671
2953	2	99	-1394
2954	2	99	407
2955	2	99	77
2956	2	99	-886
2957	2	99	557
2958	2	99	-609
2959	2	99	-689
2960	3	99	-961
2961	3	99	126
2962	3	99	-855
2963	3	99	-1057
2964	3	99	-907
2965	3	99	-844
2966	3	99	-1023
2967	3	99	-1394
2968	3	99	-984
2969	3	99	-401
2970	1	100	-224
2971	1	100	-584
2972	1	100	-1000
2973	1	100	1104
2974	1	100	-894
2975	1	100	-423
2976	1	100	527
2977	1	100	-372
2978	1	100	185
2979	1	100	-148
2980	2	100	-184
2981	2	100	-975
2982	2	100	471
2983	2	100	-1385
2984	2	100	142
2985	2	100	-404
2986	2	100	-1184
2987	2	100	362
2988	2	100	-511
2989	2	100	-766
2990	3	100	-1117
2991	3	100	34
2992	3	100	-996
2993	3	100	-1244
2994	3	100	-773
2995	3	100	-698
2996	3	100	-868
2997	3	100	-1515
2998	3	100	-1199
2999	3	100	-611
3000	1	101	-543
3001	1	101	-643
3002	1	101	-768
3003	1	101	850
3004	1	101	-740
3005	1	101	-544
3006	1	101	593
3007	1	101	-256
3008	1	101	435
3009	1	101	-9
3010	2	101	164
3011	2	101	-457
3012	2	101	850
3013	2	101	-1123
3014	2	101	530
3015	2	101	108
3016	2	101	-990
3017	2	101	597
3018	2	101	-581
3019	2	101	-506
3020	3	101	-801
3021	3	101	-80
3022	3	101	-1262
3023	3	101	-907
3024	3	101	-970
3025	3	101	-744
3026	3	101	-783
3027	3	101	-1521
3028	3	101	-1034
3029	3	101	-665
3030	1	102	-457
3031	1	102	-637
3032	1	102	-1081
3033	1	102	814
3034	1	102	-967
3035	1	102	-436
3036	1	102	787
3037	1	102	-20
3038	1	102	170
3039	1	102	213
3040	2	102	294
3041	2	102	-533
3042	2	102	1022
3043	2	102	-1251
3044	2	102	701
3045	2	102	34
3046	2	102	-1230
3047	2	102	418
3048	2	102	-375
3049	2	102	-727
3050	3	102	-1024
3051	3	102	-17
3052	3	102	-1128
3053	3	102	-750
3054	3	102	-921
3055	3	102	-785
3056	3	102	-744
3057	3	102	-1585
3058	3	102	-982
3059	3	102	-673
3060	1	103	-645
3061	1	103	-744
3062	1	103	-1117
3063	1	103	731
3064	1	103	-1064
3065	1	103	-439
3066	1	103	868
3067	1	103	-175
3068	1	103	269
3069	1	103	228
3070	2	103	458
3071	2	103	-507
3072	2	103	1111
3073	2	103	-1189
3074	2	103	714
3075	2	103	35
3076	2	103	-1212
3077	2	103	523
3078	2	103	-486
3079	2	103	-694
3080	3	103	-997
3081	3	103	67
3082	3	103	-1178
3083	3	103	-726
3084	3	103	-834
3085	3	103	-780
3086	3	103	-840
3087	3	103	-1532
3088	3	103	-967
3089	3	103	-718
3090	1	104	-911
3091	1	104	-819
3092	1	104	-1035
3093	1	104	623
3094	1	104	-1068
3095	1	104	-652
3096	1	104	917
3097	1	104	-65
3098	1	104	349
3099	1	104	272
3100	2	104	569
3101	2	104	-639
3102	2	104	1140
3103	2	104	-1252
3104	2	104	634
3105	2	104	135
3106	2	104	-1203
3107	2	104	365
3108	2	104	-694
3109	2	104	-1079
3110	3	104	-995
3111	3	104	121
3112	3	104	-1442
3113	3	104	-708
3114	3	104	-903
3115	3	104	-820
3116	3	104	-1051
3117	3	104	-1637
3118	3	104	-992
3119	3	104	-530
3120	1	105	107
3121	1	105	-952
3122	1	105	-703
3123	1	105	669
3124	1	105	-887
3125	1	105	-268
3126	1	105	521
3127	1	105	-623
3128	1	105	783
3129	1	105	-212
3130	2	105	-177
3131	2	105	-977
3132	2	105	782
3133	2	105	-935
3134	2	105	227
3135	2	105	150
3136	2	105	-1416
3137	2	105	510
3138	2	105	-730
3139	2	105	-1141
3140	3	105	-1132
3141	3	105	727
3142	3	105	-1281
3143	3	105	-936
3144	3	105	-542
3145	3	105	-1084
3146	3	105	-307
3147	3	105	-1089
3148	3	105	-1255
3149	3	105	151
3150	1	106	56
3151	1	106	-1000
3152	1	106	-520
3153	1	106	759
3154	1	106	-1023
3155	1	106	-378
3156	1	106	426
3157	1	106	-491
3158	1	106	841
3159	1	106	-177
3160	2	106	-207
3161	2	106	-1111
3162	2	106	727
3163	2	106	-1105
3164	2	106	342
3165	2	106	8
3166	2	106	-1308
3167	2	106	389
3168	2	106	-834
3169	2	106	-1054
3170	3	106	-1060
3171	3	106	900
3172	3	106	-1418
3173	3	106	-865
3174	3	106	-530
3175	3	106	-841
3176	3	106	-329
3177	3	106	-1109
3178	3	106	-1218
3179	3	106	20
3180	1	107	152
3181	1	107	-947
3182	1	107	-398
3183	1	107	798
3184	1	107	-944
3185	1	107	-373
3186	1	107	330
3187	1	107	-656
3188	1	107	974
3189	1	107	-370
3190	2	107	-334
3191	2	107	-1251
3192	2	107	580
3193	2	107	-986
3194	2	107	170
3195	2	107	-59
3196	2	107	-1246
3197	2	107	470
3198	2	107	-843
3199	2	107	-962
3200	3	107	-1013
3201	3	107	1003
3202	3	107	-1377
3203	3	107	-1007
3204	3	107	-421
3205	3	107	-763
3206	3	107	-279
3207	3	107	-1009
3208	3	107	-1326
3209	3	107	137
3210	1	108	119
3211	1	108	-940
3212	1	108	-446
3213	1	108	802
3214	1	108	-978
3215	1	108	-422
3216	1	108	311
3217	1	108	-675
3218	1	108	990
3219	1	108	-342
3220	2	108	-321
3221	2	108	-1302
3222	2	108	633
3223	2	108	-1025
3224	2	108	199
3225	2	108	-17
3226	2	108	-1261
3227	2	108	485
3228	2	108	-868
3229	2	108	-966
3230	3	108	-1002
3231	3	108	1038
3232	3	108	-1391
3233	3	108	-981
3234	3	108	-425
3235	3	108	-765
3236	3	108	-254
3237	3	108	-1014
3238	3	108	-1326
3239	3	108	104
3240	1	109	-72
3241	1	109	-969
3242	1	109	-551
3243	1	109	639
3244	1	109	-948
3245	1	109	-504
3246	1	109	309
3247	1	109	-407
3248	1	109	819
3249	1	109	-297
3250	2	109	-184
3251	2	109	-1384
3252	2	109	735
3253	2	109	-1047
3254	2	109	27
3255	2	109	-115
3256	2	109	-1093
3257	2	109	353
3258	2	109	-861
3259	2	109	-810
3260	3	109	-940
3261	3	109	1157
3262	3	109	-1380
3263	3	109	-788
3264	3	109	-275
3265	3	109	-577
3266	3	109	-412
3267	3	109	-1142
3268	3	109	-1154
3269	3	109	-89
3270	1	110	-89
3271	1	110	-1013
3272	1	110	-601
3273	1	110	727
3274	1	110	-990
3275	1	110	-468
3276	1	110	378
3277	1	110	-446
3278	1	110	900
3279	1	110	-227
3280	2	110	-117
3281	2	110	-1421
3282	2	110	671
3283	2	110	-1066
3284	2	110	3
3285	2	110	-126
3286	2	110	-1089
3287	2	110	428
3288	2	110	-921
3289	2	110	-843
3290	3	110	-993
3291	3	110	1235
3292	3	110	-1269
3293	3	110	-860
3294	3	110	-212
3295	3	110	-605
3296	3	110	-488
3297	3	110	-1181
3298	3	110	-1178
3299	3	110	-129
3300	1	111	-75
3301	1	111	-1010
3302	1	111	-599
3303	1	111	724
3304	1	111	-979
3305	1	111	-455
3306	1	111	379
3307	1	111	-437
3308	1	111	896
3309	1	111	-231
3310	2	111	-120
3311	2	111	-1423
3312	2	111	670
3313	2	111	-1055
3314	2	111	4
3315	2	111	-127
3316	2	111	-1077
3317	2	111	429
3318	2	111	-908
3319	2	111	-844
3320	3	111	-994
3321	3	111	1244
3322	3	111	-1260
3323	3	111	-858
3324	3	111	-214
3325	3	111	-607
3326	3	111	-491
3327	3	111	-1181
3328	3	111	-1177
3329	3	111	-114
3330	1	112	-115
3331	1	112	-935
3332	1	112	-524
3333	1	112	614
3334	1	112	-976
3335	1	112	-490
3336	1	112	470
3337	1	112	-497
3338	1	112	828
3339	1	112	-323
3340	2	112	-137
3341	2	112	-1425
3342	2	112	622
3343	2	112	-1067
3344	2	112	-79
3345	2	112	-47
3346	2	112	-1124
3347	2	112	489
3348	2	112	-828
3349	2	112	-859
3350	3	112	-937
3351	3	112	1171
3352	3	112	-1287
3353	3	112	-736
3354	3	112	-134
3355	3	112	-652
3356	3	112	-535
3357	3	112	-1181
3358	3	112	-1189
3359	3	112	-7
3360	1	113	-35
3361	1	113	-774
3362	1	113	-417
3363	1	113	453
3364	1	113	-1052
3365	1	113	-432
3366	1	113	142
3367	1	113	-387
3368	1	113	513
3369	1	113	-127
3370	2	113	-249
3371	2	113	-1367
3372	2	113	483
3373	2	113	-1015
3374	2	113	-135
3375	2	113	-263
3376	2	113	-1048
3377	2	113	255
3378	2	113	-736
3379	2	113	-661
3380	3	113	-919
3381	3	113	938
3382	3	113	-1269
3383	3	113	-641
3384	3	113	-16
3385	3	113	-508
3386	3	113	-297
3387	3	113	-1071
3388	3	113	-980
3389	3	113	-415
3390	1	114	-31
3391	1	114	-759
3392	1	114	-415
3393	1	114	445
3394	1	114	-1053
3395	1	114	-427
3396	1	114	143
3397	1	114	-388
3398	1	114	500
3399	1	114	-130
3400	2	114	-247
3401	2	114	-1373
3402	2	114	488
3403	2	114	-1011
3404	2	114	-129
3405	2	114	-265
3406	2	114	-1048
3407	2	114	258
3408	2	114	-723
3409	2	114	-659
3410	3	114	-925
3411	3	114	929
3412	3	114	-1276
3413	3	114	-637
3414	3	114	-21
3415	3	114	-511
3416	3	114	-298
3417	3	114	-1073
3418	3	114	-980
3419	3	114	-414
3420	1	115	-145
3421	1	115	-907
3422	1	115	-384
3423	1	115	554
3424	1	115	-991
3425	1	115	-400
3426	1	115	293
3427	1	115	-536
3428	1	115	423
3429	1	115	-249
3430	2	115	-143
3431	2	115	-1335
3432	2	115	431
3433	2	115	-946
3434	2	115	-3
3435	2	115	-144
3436	2	115	-1216
3437	2	115	405
3438	2	115	-673
3439	2	115	-598
3440	3	115	-910
3441	3	115	1044
3442	3	115	-1245
3443	3	115	-806
3444	3	115	-204
3445	3	115	-654
3446	3	115	-275
3447	3	115	-1067
3448	3	115	-948
3449	3	115	-351
3450	1	116	-76
3451	1	116	-762
3452	1	116	-386
3453	1	116	467
3454	1	116	-1120
3455	1	116	-509
3456	1	116	60
3457	1	116	-470
3458	1	116	527
3459	1	116	-228
3460	2	116	-218
3461	2	116	-1461
3462	2	116	549
3463	2	116	-1071
3464	2	116	-105
3465	2	116	-236
3466	2	116	-1011
3467	2	116	281
3468	2	116	-790
3469	2	116	-587
3470	3	116	-907
3471	3	116	1022
3472	3	116	-1364
3473	3	116	-597
3474	3	116	24
3475	3	116	-456
3476	3	116	-250
3477	3	116	-1012
3478	3	116	-938
3479	3	116	-386
3480	1	117	74
3481	1	117	-820
3482	1	117	-231
3483	1	117	105
3484	1	117	-919
3485	1	117	-413
3486	1	117	151
3487	1	117	-521
3488	1	117	473
3489	1	117	-450
3490	2	117	-208
3491	2	117	-1467
3492	2	117	378
3493	2	117	-881
3494	2	117	-411
3495	2	117	-474
3496	2	117	-853
3497	2	117	398
3498	2	117	-781
3499	2	117	-396
3500	3	117	-1046
3501	3	117	1107
3502	3	117	-1327
3503	3	117	-404
3504	3	117	150
3505	3	117	-293
3506	3	117	-478
3507	3	117	-1057
3508	3	117	-872
3509	3	117	-334
3510	1	118	39
3511	1	118	-829
3512	1	118	-258
3513	1	118	71
3514	1	118	-943
3515	1	118	-443
3516	1	118	118
3517	1	118	-543
3518	1	118	438
3519	1	118	-417
3520	2	118	-157
3521	2	118	-1471
3522	2	118	420
3523	2	118	-848
3524	2	118	-421
3525	2	118	-490
3526	2	118	-836
3527	2	118	406
3528	2	118	-806
3529	2	118	-400
3530	3	118	-1078
3531	3	118	1104
3532	3	118	-1358
3533	3	118	-419
3534	3	118	168
3535	3	118	-263
3536	3	118	-478
3537	3	118	-1059
3538	3	118	-828
3539	3	118	-379
3540	1	119	-169
3541	1	119	-772
3542	1	119	-526
3543	1	119	-41
3544	1	119	-986
3545	1	119	-525
3546	1	119	165
3547	1	119	-392
3548	1	119	156
3549	1	119	-392
3550	2	119	162
3551	2	119	-1618
3552	2	119	669
3553	2	119	-939
3554	2	119	-466
3555	2	119	-590
3556	2	119	-585
3557	2	119	467
3558	2	119	-740
3559	2	119	-226
3560	3	119	-1187
3561	3	119	1196
3562	3	119	-1337
3563	3	119	-214
3564	3	119	258
3565	3	119	-79
3566	3	119	-774
3567	3	119	-1269
3568	3	119	-610
3569	3	119	-576
3570	1	120	128
3571	1	120	-679
3572	1	120	-323
3573	1	120	19
3574	1	120	-1000
3575	1	120	-393
3576	1	120	111
3577	1	120	-642
3578	1	120	245
3579	1	120	-291
3580	2	120	-159
3581	2	120	-1661
3582	2	120	469
3583	2	120	-792
3584	2	120	-327
3585	2	120	-446
3586	2	120	-861
3587	2	120	550
3588	2	120	-697
3589	2	120	-472
3590	3	120	-1166
3591	3	120	1143
3592	3	120	-1343
3593	3	120	-424
3594	3	120	130
3595	3	120	-358
3596	3	120	-447
3597	3	120	-1105
3598	3	120	-745
3599	3	120	-434
3600	1	121	119
3601	1	121	-699
3602	1	121	-328
3603	1	121	13
3604	1	121	-982
3605	1	121	-419
3606	1	121	94
3607	1	121	-620
3608	1	121	240
3609	1	121	-279
3610	2	121	-177
3611	2	121	-1661
3612	2	121	478
3613	2	121	-797
3614	2	121	-336
3615	2	121	-420
3616	2	121	-861
3617	2	121	529
3618	2	121	-691
3619	2	121	-477
3620	3	121	-1140
3621	3	121	1162
3622	3	121	-1348
3623	3	121	-414
3624	3	121	120
3625	3	121	-359
3626	3	121	-431
3627	3	121	-1107
3628	3	121	-747
3629	3	121	-442
3630	1	122	65
3631	1	122	-742
3632	1	122	-327
3633	1	122	-42
3634	1	122	-922
3635	1	122	-440
3636	1	122	143
3637	1	122	-655
3638	1	122	170
3639	1	122	-339
3640	2	122	-127
3641	2	122	-1677
3642	2	122	505
3643	2	122	-718
3644	2	122	-367
3645	2	122	-358
3646	2	122	-886
3647	2	122	563
3648	2	122	-600
3649	2	122	-383
3650	3	122	-1135
3651	3	122	1222
3652	3	122	-1375
3653	3	122	-437
3654	3	122	92
3655	3	122	-399
3656	3	122	-454
3657	3	122	-1105
3658	3	122	-767
3659	3	122	-475
3660	1	123	294
3661	1	123	-593
3662	1	123	-212
3663	1	123	-140
3664	1	123	-786
3665	1	123	-309
3666	1	123	124
3667	1	123	-560
3668	1	123	158
3669	1	123	-166
3670	2	123	-334
3671	2	123	-1608
3672	2	123	265
3673	2	123	-548
3674	2	123	-608
3675	2	123	-486
3676	2	123	-937
3677	2	123	441
3678	2	123	-553
3679	2	123	-330
3680	3	123	-1145
3681	3	123	1016
3682	3	123	-1238
3683	3	123	-497
3684	3	123	209
3685	3	123	-390
3686	3	123	-372
3687	3	123	-1066
3688	3	123	-790
3689	3	123	-689
3690	1	124	288
3691	1	124	-650
3692	1	124	-175
3693	1	124	-145
3694	1	124	-763
3695	1	124	-284
3696	1	124	181
3697	1	124	-680
3698	1	124	100
3699	1	124	-219
3700	2	124	-313
3701	2	124	-1599
3702	2	124	207
3703	2	124	-464
3704	2	124	-568
3705	2	124	-442
3706	2	124	-1016
3707	2	124	558
3708	2	124	-565
3709	2	124	-305
3710	3	124	-1161
3711	3	124	1063
3712	3	124	-1218
3713	3	124	-577
3714	3	124	145
3715	3	124	-460
3716	3	124	-351
3717	3	124	-1064
3718	3	124	-721
3719	3	124	-662
3720	1	125	160
3721	1	125	-684
3722	1	125	-198
3723	1	125	-153
3724	1	125	-719
3725	1	125	-227
3726	1	125	316
3727	1	125	-753
3728	1	125	-4
3729	1	125	-335
3730	2	125	-261
3731	2	125	-1577
3732	2	125	174
3733	2	125	-397
3734	2	125	-596
3735	2	125	-361
3736	2	125	-1191
3737	2	125	620
3738	2	125	-509
3739	2	125	-248
3740	3	125	-1093
3741	3	125	1067
3742	3	125	-1170
3743	3	125	-644
3744	3	125	121
3745	3	125	-606
3746	3	125	-319
3747	3	125	-1061
3748	3	125	-681
3749	3	125	-611
3750	1	126	271
3751	1	126	-878
3752	1	126	-382
3753	1	126	-29
3754	1	126	-733
3755	1	126	-110
3756	1	126	174
3757	1	126	-754
3758	1	126	110
3759	1	126	-257
3760	2	126	-198
3761	2	126	-1627
3762	2	126	296
3763	2	126	-274
3764	2	126	-503
3765	2	126	-533
3766	2	126	-1115
3767	2	126	594
3768	2	126	-746
3769	2	126	-195
3770	3	126	-1292
3771	3	126	1286
3772	3	126	-1133
3773	3	126	-916
3774	3	126	17
3775	3	126	-576
3776	3	126	-278
3777	3	126	-1059
3778	3	126	-583
3779	3	126	-767
3780	1	127	292
3781	1	127	-854
3782	1	127	-360
3783	1	127	-49
3784	1	127	-711
3785	1	127	-125
3786	1	127	174
3787	1	127	-726
3788	1	127	132
3789	1	127	-245
3790	2	127	-221
3791	2	127	-1635
3792	2	127	266
3793	2	127	-230
3794	2	127	-494
3795	2	127	-530
3796	2	127	-1122
3797	2	127	585
3798	2	127	-734
3799	2	127	-185
3800	3	127	-1270
3801	3	127	1290
3802	3	127	-1105
3803	3	127	-920
3804	3	127	6
3805	3	127	-544
3806	3	127	-251
3807	3	127	-1058
3808	3	127	-597
3809	3	127	-769
3810	1	128	727
3811	1	128	-854
3812	1	128	-30
3813	1	128	235
3814	1	128	-563
3815	1	128	19
3816	1	128	220
3817	1	128	-1196
3818	1	128	512
3819	1	128	-217
3820	2	128	-733
3821	2	128	-1538
3822	2	128	-102
3823	2	128	-41
3824	2	128	-365
3825	2	128	-339
3826	2	128	-1632
3827	2	128	588
3828	2	128	-735
3829	2	128	-499
3830	3	128	-1223
3831	3	128	1163
3832	3	128	-1097
3833	3	128	-1423
3834	3	128	-301
3835	3	128	-909
3836	3	128	183
3837	3	128	-621
3838	3	128	-1006
3839	3	128	-513
3840	1	129	733
3841	1	129	-839
3842	1	129	-35
3843	1	129	225
3844	1	129	-559
3845	1	129	30
3846	1	129	210
3847	1	129	-1197
3848	1	129	504
3849	1	129	-214
3850	2	129	-729
3851	2	129	-1538
3852	2	129	-89
3853	2	129	-39
3854	2	129	-350
3855	2	129	-343
3856	2	129	-1626
3857	2	129	598
3858	2	129	-718
3859	2	129	-503
3860	3	129	-1227
3861	3	129	1154
3862	3	129	-1099
3863	3	129	-1409
3864	3	129	-314
3865	3	129	-910
3866	3	129	193
3867	3	129	-624
3868	3	129	-1009
3869	3	129	-506
3870	1	130	790
3871	1	130	-770
3872	1	130	-57
3873	1	130	88
3874	1	130	-607
3875	1	130	-90
3876	1	130	45
3877	1	130	-1347
3878	1	130	360
3879	1	130	-299
3880	2	130	-782
3881	2	130	-1555
3882	2	130	-166
3883	2	130	-17
3884	2	130	-419
3885	2	130	-308
3886	2	130	-1636
3887	2	130	632
3888	2	130	-757
3889	2	130	-555
3890	3	130	-1346
3891	3	130	987
3892	3	130	-1115
3893	3	130	-1409
3894	3	130	-312
3895	3	130	-940
3896	3	130	253
3897	3	130	-623
3898	3	130	-941
3899	3	130	-484
3900	1	131	917
3901	1	131	-413
3902	1	131	59
3903	1	131	-218
3904	1	131	-540
3905	1	131	-129
3906	1	131	58
3907	1	131	-1292
3908	1	131	30
3909	1	131	-498
3910	2	131	-932
3911	2	131	-1555
3912	2	131	-54
3913	2	131	81
3914	2	131	-376
3915	2	131	-162
3916	2	131	-1748
3917	2	131	552
3918	2	131	-394
3919	2	131	-450
3920	3	131	-1324
3921	3	131	629
3922	3	131	-1344
3923	3	131	-1202
3924	3	131	-423
3925	3	131	-1048
3926	3	131	351
3927	3	131	-599
3928	3	131	-975
3929	3	131	-391
3930	1	132	915
3931	1	132	-420
3932	1	132	58
3933	1	132	-211
3934	1	132	-542
3935	1	132	-121
3936	1	132	67
3937	1	132	-1297
3938	1	132	37
3939	1	132	-503
3940	2	132	-932
3941	2	132	-1555
3942	2	132	-57
3943	2	132	79
3944	2	132	-378
3945	2	132	-165
3946	2	132	-1753
3947	2	132	561
3948	2	132	-399
3949	2	132	-452
3950	3	132	-1318
3951	3	132	640
3952	3	132	-1336
3953	3	132	-1203
3954	3	132	-415
3955	3	132	-1049
3956	3	132	351
3957	3	132	-599
3958	3	132	-973
3959	3	132	-380
3960	1	133	764
3961	1	133	-583
3962	1	133	-48
3963	1	133	-316
3964	1	133	-551
3965	1	133	-227
3966	1	133	4
3967	1	133	-1498
3968	1	133	-69
3969	1	133	-443
3970	2	133	-897
3971	2	133	-1555
3972	2	133	-41
3973	2	133	146
3974	2	133	-301
3975	2	133	-117
3976	2	133	-1698
3977	2	133	757
3978	2	133	-327
3979	2	133	-389
3980	3	133	-1206
3981	3	133	799
3982	3	133	-1250
3983	3	133	-1169
3984	3	133	-487
3985	3	133	-995
3986	3	133	355
3987	3	133	-598
3988	3	133	-943
3989	3	133	-507
3990	1	134	847
3991	1	134	-533
3992	1	134	-174
3993	1	134	-413
3994	1	134	-478
3995	1	134	-212
3996	1	134	-62
3997	1	134	-1615
3998	1	134	-169
3999	1	134	-492
4000	2	134	-854
4001	2	134	-1534
4002	2	134	56
4003	2	134	236
4004	2	134	-367
4005	2	134	-26
4006	2	134	-1692
4007	2	134	870
4008	2	134	-280
4009	2	134	-347
4010	3	134	-1328
4011	3	134	732
4012	3	134	-1217
4013	3	134	-1158
4014	3	134	-490
4015	3	134	-1097
4016	3	134	419
4017	3	134	-590
4018	3	134	-886
4019	3	134	-496
4020	1	135	832
4021	1	135	-527
4022	1	135	-178
4023	1	135	-414
4024	1	135	-497
4025	1	135	-211
4026	1	135	-75
4027	1	135	-1627
4028	1	135	-169
4029	1	135	-479
4030	2	135	-839
4031	2	135	-1534
4032	2	135	59
4033	2	135	228
4034	2	135	-349
4035	2	135	-31
4036	2	135	-1696
4037	2	135	879
4038	2	135	-283
4039	2	135	-351
4040	3	135	-1333
4041	3	135	721
4042	3	135	-1221
4043	3	135	-1154
4044	3	135	-494
4045	3	135	-1098
4046	3	135	431
4047	3	135	-592
4048	3	135	-888
4049	3	135	-510
4050	1	136	714
4051	1	136	-491
4052	1	136	-255
4053	1	136	-490
4054	1	136	-514
4055	1	136	-144
4056	1	136	25
4057	1	136	-1631
4058	1	136	-245
4059	1	136	-578
4060	2	136	-807
4061	2	136	-1534
4062	2	136	75
4063	2	136	270
4064	2	136	-436
4065	2	136	3
4066	2	136	-1812
4067	2	136	876
4068	2	136	-236
4069	2	136	-305
4070	3	136	-1254
4071	3	136	678
4072	3	136	-1167
4073	3	136	-1127
4074	3	136	-397
4075	3	136	-1206
4076	3	136	440
4077	3	136	-592
4078	3	136	-866
4079	3	136	-464
4080	1	137	605
4081	1	137	-523
4082	1	137	-229
4083	1	137	-468
4084	1	137	-635
4085	1	137	-155
4086	1	137	-79
4087	1	137	-1616
4088	1	137	-245
4089	1	137	-476
4090	2	137	-708
4091	2	137	-1534
4092	2	137	47
4093	2	137	277
4094	2	137	-344
4095	2	137	12
4096	2	137	-1812
4097	2	137	838
4098	2	137	-259
4099	2	137	-299
4100	3	137	-1245
4101	3	137	709
4102	3	137	-1166
4103	3	137	-1157
4104	3	137	-369
4105	3	137	-1205
4106	3	137	543
4107	3	137	-570
4108	3	137	-844
4109	3	137	-573
4110	1	138	607
4111	1	138	-527
4112	1	138	-225
4113	1	138	-463
4114	1	138	-638
4115	1	138	-157
4116	1	138	-75
4117	1	138	-1620
4118	1	138	-245
4119	1	138	-479
4120	2	138	-712
4121	2	138	-1534
4122	2	138	44
4123	2	138	273
4124	2	138	-347
4125	2	138	12
4126	2	138	-1815
4127	2	138	835
4128	2	138	-266
4129	2	138	-300
4130	3	138	-1245
4131	3	138	711
4132	3	138	-1169
4133	3	138	-1160
4134	3	138	-365
4135	3	138	-1205
4136	3	138	540
4137	3	138	-565
4138	3	138	-839
4139	3	138	-571
4140	1	139	613
4141	1	139	-531
4142	1	139	-220
4143	1	139	-458
4144	1	139	-638
4145	1	139	-156
4146	1	139	-69
4147	1	139	-1621
4148	1	139	-245
4149	1	139	-485
4150	2	139	-717
4151	2	139	-1534
4152	2	139	39
4153	2	139	273
4154	2	139	-352
4155	2	139	11
4156	2	139	-1815
4157	2	139	831
4158	2	139	-271
4159	2	139	-300
4160	3	139	-1246
4161	3	139	715
4162	3	139	-1169
4163	3	139	-1165
4164	3	139	-360
4165	3	139	-1205
4166	3	139	534
4167	3	139	-560
4168	3	139	-834
4169	3	139	-565
4170	1	140	618
4171	1	140	-563
4172	1	140	-263
4173	1	140	-439
4174	1	140	-645
4175	1	140	-118
4176	1	140	-90
4177	1	140	-1627
4178	1	140	-220
4179	1	140	-464
4180	2	140	-695
4181	2	140	-1534
4182	2	140	54
4183	2	140	290
4184	2	140	-320
4185	2	140	-37
4186	2	140	-1805
4187	2	140	843
4188	2	140	-299
4189	2	140	-284
4190	3	140	-1274
4191	3	140	746
4192	3	140	-1142
4193	3	140	-1202
4194	3	140	-386
4195	3	140	-1196
4196	3	140	544
4197	3	140	-567
4198	3	140	-832
4199	3	140	-603
4200	1	141	568
4201	1	141	-638
4202	1	141	-265
4203	1	141	-394
4204	1	141	-569
4205	1	141	-70
4206	1	141	-1
4207	1	141	-1597
4208	1	141	-169
4209	1	141	-547
4210	2	141	-655
4211	2	141	-1511
4212	2	141	1
4213	2	141	267
4214	2	141	-417
4215	2	141	-87
4216	2	141	-1803
4217	2	141	818
4218	2	141	-262
4219	2	141	-234
4220	3	141	-1258
4221	3	141	804
4222	3	141	-1081
4223	3	141	-1218
4224	3	141	-359
4225	3	141	-1188
4226	3	141	459
4227	3	141	-566
4228	3	141	-914
4229	3	141	-564
4230	1	142	489
4231	1	142	-622
4232	1	142	-333
4233	1	142	-456
4234	1	142	-564
4235	1	142	-16
4236	1	142	82
4237	1	142	-1593
4238	1	142	-233
4239	1	142	-645
4240	2	142	-648
4241	2	142	-1511
4242	2	142	8
4243	2	142	299
4244	2	142	-507
4245	2	142	-66
4246	2	142	-1893
4247	2	142	796
4248	2	142	-232
4249	2	142	-203
4250	3	142	-1202
4251	3	142	772
4252	3	142	-1036
4253	3	142	-1204
4254	3	142	-290
4255	3	142	-1279
4256	3	142	450
4257	3	142	-564
4258	3	142	-896
4259	3	142	-513
4260	1	143	627
4261	1	143	-526
4262	1	143	-360
4263	1	143	-488
4264	1	143	-562
4265	1	143	40
4266	1	143	135
4267	1	143	-1614
4268	1	143	-283
4269	1	143	-682
4270	2	143	-692
4271	2	143	-1511
4272	2	143	-17
4273	2	143	374
4274	2	143	-551
4275	2	143	-100
4276	2	143	-1911
4277	2	143	811
4278	2	143	-167
4279	2	143	-121
4280	3	143	-1286
4281	3	143	686
4282	3	143	-974
4283	3	143	-1237
4284	3	143	-238
4285	3	143	-1291
